smiles,mol_weight,NumAr,reagent-info
CC(C)Nc1nc(NC(C)C)nc(C(N)=O)n1,238.15420919599998,1,CHEMBL1488500
CC(C)Nc1nc(NC(C)C)nc(C(N)=O)n1,238.15420919599998,1,857321
NC(=O)c1cc2ccccc2nc1N,187.074561908,2,CHEMBL206956
NC(=O)c1cc2ccccc2nc1N,187.074561908,2,19890815
N=C(N)c1ccc(NCc2ncc[nH]2)cc1,215.11709541599998,2,CHEMBL4595680
NCc1ccc(F)cc1Br,202.974589544,1,CHEMBL4954345
NCc1ccc(F)cc1Br,202.974589544,1,2567807
N[C@H]1C[C@@H]1c1cc(F)c(Br)c(F)c1,246.980817796,1,CHEMBL5196815
NC(=O)c1cnc2[nH]ncc2c1,162.054160812,2,CHEMBL5220258
C[C@H]1Cc2cc(C(N)=O)cnc2N1,177.090211972,1,CHEMBL5220577
Cc1cc(-c2cncnc2)ccc1OCC(N)=O,243.100776656,2,CHEMBL3484580
Cc1ccccc1-n1ncc(C(C)N)c1C,215.14224754399999,2,CHEMBL3475312
NC(=O)C1CC12c1ccccc1-c1ccccc12,235.099714036,2,CHEMBL1525879
C[C@@H](N)Cc1c[nH]cn1.Cl.Cl,197.04865277599998,1,CHEMBL1434496
c1cncc(OCC2=NCCN2)c1,177.090211972,1,CHEMBL142469
CN(c1cccnc1)c1[nH]cnc2nncc1-2,226.09669431999998,1,CHEMBL1411849
Cc1nnc2n1CC(N)CC2,152.106196384,1,CHEMBL4589619
NCc1ccco1,97.052763844,1,CHEMBL3561633
NCc1ccco1,97.052763844,1,1681227
CC/N=C(\NCC)c1ccccc1.Cl,212.10802622399999,1,CHEMBL542845
NCc1ccc(Cn2ccnc2C(=O)O)cc1,231.100776656,2,CHEMBL5203208
CC(N)C(O)c1ccccc1.Cl,187.076391748,1,CHEMBL1200695
Cc1cncc(Oc2ccc(CN)cc2)n1,215.105862036,2,CHEMBL3440451
Cc1cncc(Oc2ccc(CN)cc2)n1,215.105862036,2,12370733
NCCCc1nnc(N)s1,158.06261732,1,CHEMBL4585033
NCCCc1nnc(N)s1,158.06261732,1,20206031
CCOc1ccc(-c2cncnc2)cc1C(N)=O,243.100776656,2,CHEMBL4993521
CCOc1ccc(-c2cncnc2)cc1C(N)=O,243.100776656,2,32573374
Cl.NC(=O)c1[nH]cnc1N,162.030838524,1,CHEMBL1563748
CC(N)(C(=O)O)c1ccc(P(=O)(O)O)cc1,245.045309114,1,CHEMBL86508
NC(C(=O)O)c1ccc(-n2cccn2)cc1,217.085126592,2,CHEMBL3545929
NC(=O)c1n[nH]nc1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,244.080769484,1,CHEMBL5172422
CCc1ccc(NC2=NCCN2)cc1.Cl,225.10327519199998,1,CHEMBL1203970
CCC(C)(C)C(=O)Nc1ccccc1C(N)=O,234.136827816,1,CHEMBL5020507
CCC(C)(C)C(=O)Nc1ccccc1C(N)=O,234.136827816,1,2735149
Cc1ccc(F)cc1C1=NCCN1,178.090626572,1,CHEMBL268035
COc1ccccc1C(N)c1ccco1,203.094628656,2,CHEMBL4582473
NC(=O)Cn1cnc2nc3n(c2c1=O)CCC3,233.091274592,2,CHEMBL1389257
NC(=O)Cn1cnc2nc3n(c2c1=O)CCC3,233.091274592,2,478637
NC(=O)c1ccc(OCC2CCC2)cc1F,223.100856908,1,CHEMBL5183715
Cl.NC(CC1CCCCC1)c1ccccc1,239.14407738399998,1,CHEMBL3498113
C[C@H](N)Cn1ccc2ccc3ccncc3c21,225.12659748,3,CHEMBL201897
C[C@@H](Cn1cncn1)Nc1ccc(C(N)=O)cn1,246.12290906799998,2,CHEMBL5025453
C[C@@H](Cn1cncn1)Nc1ccc(C(N)=O)cn1,246.12290906799998,2,32550967
Cl.NC1Cc2ccccc2C1,169.065827064,1,CHEMBL535578
Cn1cc(CC(N)C(=O)O)nc1C(C)(C)C,225.147726848,1,CHEMBL295052
Cc1ccc(S(=O)(=O)CC(N)=O)cc1,213.045964212,1,CHEMBL1540452
